Tiempo (s)	Voltaje (V)
4.946000	2.597512
4.947000	2.601063
4.948000	2.605905
4.949000	2.613330
4.950000	2.618172
4.951000	2.618495
4.952000	2.616235
4.953000	2.616235
4.954000	2.618495
4.955000	2.619140
4.956000	2.620109
4.957000	2.619140
4.958000	2.609779
4.959000	2.596544
4.960000	2.580080
4.961000	2.566523
4.962000	2.557484
4.963000	2.552319
4.964000	2.548123
4.965000	2.545217
4.966000	2.548445
4.967000	2.554579
4.968000	2.560712
4.969000	2.568459
4.970000	2.575561
4.971000	2.577175
4.972000	2.575561
4.973000	2.574270
4.974000	2.575238
4.975000	2.579758
4.976000	2.583631
4.977000	2.582663
4.978000	2.580080
4.979000	2.576852
4.980000	2.572979
4.981000	2.569105
4.982000	2.562003
4.983000	2.555547
4.984000	2.552319
4.985000	2.553287
4.986000	2.555870
4.987000	2.560066
4.988000	2.561358
4.989000	2.560066
4.990000	2.561358
4.991000	2.567814
4.992000	2.573947
4.993000	2.577821
4.994000	2.578144
4.995000	2.573947
4.996000	2.567814
4.997000	2.554256
4.998000	2.535856
4.999000	2.519393
5.000000	2.510031
5.001000	2.504221
5.002000	2.500024
5.003000	2.499056
5.004000	2.501315
5.005000	2.504866
5.006000	2.502929
5.007000	2.501638
5.008000	2.504543
5.009000	2.513905
5.010000	2.526494
5.011000	2.535856
5.012000	2.537793
5.013000	2.532305
5.014000	2.524558
5.015000	2.519070
5.016000	2.514228
5.017000	2.504866
5.018000	2.492922
5.019000	2.482915
5.020000	2.476782
5.021000	2.476136
5.022000	2.486789
5.023000	2.504221
5.024000	2.515196
5.025000	2.522944
5.026000	2.526172
5.027000	2.525203
5.028000	2.520684
5.029000	2.513905
5.030000	2.507449
5.031000	2.497765
5.032000	2.489372
5.033000	2.479687
5.034000	2.472908
5.035000	2.465807
5.036000	2.459028
5.037000	2.460964
5.038000	2.472908
5.039000	2.486789
5.040000	2.499379
5.041000	2.507126
5.042000	2.514228
5.043000	2.520361
5.044000	2.525203
5.045000	2.526817
5.046000	2.526172
5.047000	2.521007
5.048000	2.514228
5.049000	2.505512
5.050000	2.498410
5.051000	2.495182
5.052000	2.492277
5.053000	2.486466
5.054000	2.484207
5.055000	2.486143
5.056000	2.489694
5.057000	2.494859
5.058000	2.499056
5.059000	2.500347
5.060000	2.499056
5.061000	2.495182
5.062000	2.487112
5.063000	2.476459
5.064000	2.465161
5.065000	2.456122
5.066000	2.447084
5.067000	2.438691
5.068000	2.433526
5.069000	2.428361
5.070000	2.418999
5.071000	2.408992
5.072000	2.403182
5.073000	2.405764
5.074000	2.412543
5.075000	2.426424
5.076000	2.440950
5.077000	2.454186
5.078000	2.461287
5.079000	2.462256
5.080000	2.456122
5.081000	2.452571
5.082000	2.452571
5.083000	2.455154
5.084000	2.459350
5.085000	2.464515
5.086000	2.469035
5.087000	2.470326
5.088000	2.460642
5.089000	2.446438
5.090000	2.436108
5.091000	2.433203
5.092000	2.433526
5.093000	2.439336
5.094000	2.448698
5.095000	2.453540
5.096000	2.456122
5.097000	2.457091
5.098000	2.456768
5.099000	2.456445
5.100000	2.456768
5.101000	2.458059
5.102000	2.463870
5.103000	2.473231
5.104000	2.482270
5.105000	2.487435
5.106000	2.487112
5.107000	2.481301
5.108000	2.468712
5.109000	2.449989
5.110000	2.428038
5.111000	2.405764
5.112000	2.392206
5.113000	2.391561
5.114000	2.397371
5.115000	2.408024
5.116000	2.422873
5.117000	2.439982
5.118000	2.453863
5.119000	2.465161
5.120000	2.471940
5.121000	2.474845
5.122000	2.473231
5.123000	2.465161
5.124000	2.455154
5.125000	2.443533
5.126000	2.428038
5.127000	2.411575
5.128000	2.401891
5.129000	2.403505
5.130000	2.418031
5.131000	2.437722
5.132000	2.456768
5.133000	2.470972
5.134000	2.479042
5.135000	2.482593
5.136000	2.482270
5.137000	2.480656
5.138000	2.474845
5.139000	2.463870
5.140000	2.451603
5.141000	2.438045
5.142000	2.425778
5.143000	2.416417
5.144000	2.408670
5.145000	2.404473
5.146000	2.401568
5.147000	2.399954
5.148000	2.400277
5.149000	2.403182
5.150000	2.409638
5.151000	2.414157
5.152000	2.418677
5.153000	2.422228
5.154000	2.422873
5.155000	2.424164
5.156000	2.424487
5.157000	2.425133
5.158000	2.427392
5.159000	2.429975
5.160000	2.436431
5.161000	2.442887
5.162000	2.449343
5.163000	2.453863
5.164000	2.456768
5.165000	2.455154
5.166000	2.450635
5.167000	2.444824
5.168000	2.440628
5.169000	2.438691
5.170000	2.441919
5.171000	2.452571
5.172000	2.466129
5.173000	2.481301
5.174000	2.495505
5.175000	2.503898
5.176000	2.505189
5.177000	2.500993
5.178000	2.495828
5.179000	2.489372
5.180000	2.486143
5.181000	2.483884
5.182000	2.481624
5.183000	2.478073
5.184000	2.478719
5.185000	2.480656
5.186000	2.475814
5.187000	2.463870
5.188000	2.449021
5.189000	2.432235
5.190000	2.418354
5.191000	2.408670
5.192000	2.402214
5.193000	2.397049
5.194000	2.394143
5.195000	2.395435
5.196000	2.399631
5.197000	2.407701
5.198000	2.417385
5.199000	2.428038
5.200000	2.434171
5.201000	2.439659
5.202000	2.440628
5.203000	2.439014
5.204000	2.440305
5.205000	2.446438
5.206000	2.448052
5.207000	2.448375
5.208000	2.452249
5.209000	2.460319
5.210000	2.464515
5.211000	2.467421
5.212000	2.471617
5.213000	2.477750
5.214000	2.480656
5.215000	2.479687
5.216000	2.474845
5.217000	2.460964
5.218000	2.444501
5.219000	2.432557
5.220000	2.426101
5.221000	2.424810
5.222000	2.425133
5.223000	2.427070
5.224000	2.427070
5.225000	2.428038
5.226000	2.428684
5.227000	2.429007
5.228000	2.426101
5.229000	2.420936
5.230000	2.417063
5.231000	2.417385
5.232000	2.421905
5.233000	2.433526
5.234000	2.446115
5.235000	2.458705
5.236000	2.468389
5.237000	2.474200
5.238000	2.475491
5.239000	2.472586
5.240000	2.470326
5.241000	2.467098
5.242000	2.462256
5.243000	2.455800
5.244000	2.445793
5.245000	2.437400
5.246000	2.437722
5.247000	2.445793
5.248000	2.457091
5.249000	2.465161
5.250000	2.475814
5.251000	2.494859
5.252000	2.522944
5.253000	2.549091
5.254000	2.569105
5.255000	2.584277
5.256000	2.591379
5.257000	2.582663
5.258000	2.568459
5.259000	2.557484
5.260000	2.551673
5.261000	2.548123
5.262000	2.546508
5.263000	2.541989
5.264000	2.528431
5.265000	2.508094
5.266000	2.488080
5.267000	2.470326
5.268000	2.451603
5.269000	2.431912
5.270000	2.413835
5.271000	2.397371
5.272000	2.389301
5.273000	2.391238
5.274000	2.398017
5.275000	2.410929
5.276000	2.427715
5.277000	2.447084
5.278000	2.469357
5.279000	2.485498
5.280000	2.496473
5.281000	2.503898
5.282000	2.509386
5.283000	2.510354
5.284000	2.506480
5.285000	2.500993
5.286000	2.497442
5.287000	2.497119
5.288000	2.499379
5.289000	2.501961
5.290000	2.505835
5.291000	2.509063
5.292000	2.509386
5.293000	2.506480
5.294000	2.497119
5.295000	2.487757
5.296000	2.479365
5.297000	2.476136
5.298000	2.477105
5.299000	2.481624
5.300000	2.485498
5.301000	2.492277
5.302000	2.501638
5.303000	2.512936
5.304000	2.523589
5.305000	2.533596
5.306000	2.540375
5.307000	2.545217
5.308000	2.551028
5.309000	2.551351
5.310000	2.549414
5.311000	2.548445
5.312000	2.545540
5.313000	2.543926
5.314000	2.544894
5.315000	2.544572
5.316000	2.542635
5.317000	2.540375
5.318000	2.540698
5.319000	2.548123
5.320000	2.561358
5.321000	2.573624
5.322000	2.581049
5.323000	2.582340
5.324000	2.580080
5.325000	2.573624
5.326000	2.566523
5.327000	2.555870
5.328000	2.544572
5.329000	2.535856
5.330000	2.530691
5.331000	2.525203
5.332000	2.520684
5.333000	2.514873
5.334000	2.511645
5.335000	2.511645
5.336000	2.511968
5.337000	2.511645
5.338000	2.503575
5.339000	2.490986
5.340000	2.483884
5.341000	2.482593
5.342000	2.489372
5.343000	2.500347
5.344000	2.514551
5.345000	2.530691
5.346000	2.545540
5.347000	2.555870
5.348000	2.569751
5.349000	2.589765
5.350000	2.612361
5.351000	2.629147
5.352000	2.639800
5.353000	2.641737
5.354000	2.640768
5.355000	2.638509
5.356000	2.633344
5.357000	2.627210
5.358000	2.618495
5.359000	2.611393
5.360000	2.605905
5.361000	2.597835
5.362000	2.591702
5.363000	2.586214
5.364000	2.577821
5.365000	2.570719
5.366000	2.562972
5.367000	2.559421
5.368000	2.559098
5.369000	2.552642
5.370000	2.539407
5.371000	2.534887
5.372000	2.542312
5.373000	2.554901
5.374000	2.572333
5.375000	2.593638
5.376000	2.609456
5.377000	2.622045
5.378000	2.639154
5.379000	2.661105
5.380000	2.684670
5.381000	2.705330
5.382000	2.718888
5.383000	2.726635
5.384000	2.722116
5.385000	2.718242
5.386000	2.718242
5.387000	2.722116
5.388000	2.724053
5.389000	2.723407
5.390000	2.722761
5.391000	2.721793
5.392000	2.721793
5.393000	2.724698
5.394000	2.729540
5.395000	2.744712
5.396000	2.764726
5.397000	2.777961
5.398000	2.773442
5.399000	2.758593
5.400000	2.737933
5.401000	2.717274
5.402000	2.702102
5.403000	2.690158
5.404000	2.686607
5.405000	2.680796
5.406000	2.654972
5.407000	2.615912
5.408000	2.592347
5.409000	2.586537
5.410000	2.585245
5.411000	2.577821
5.412000	2.573624
5.413000	2.594284
5.414000	2.634958
5.415000	2.686930
5.416000	2.746004
5.417000	2.796039
5.418000	2.815730
5.419000	2.797976
5.420000	2.759884
5.421000	2.721793
5.422000	2.688867
5.423000	2.653681
5.424000	2.620754
5.425000	2.599772
5.426000	2.594930
5.427000	2.610747
5.428000	2.650130
5.429000	2.706621
5.430000	2.764726
5.431000	2.810888
5.432000	2.848979
5.433000	2.881260
5.434000	2.899660
5.435000	2.898369
5.436000	2.878677
5.437000	2.848334
5.438000	2.810565
5.439000	2.763758
5.440000	2.710817
5.441000	2.669498
5.442000	2.617203
5.443000	2.551673
5.444000	2.490340
5.445000	2.433526
5.446000	2.382199
5.447000	2.337975
5.448000	2.314410
5.449000	2.319575
5.450000	2.343463
5.451000	2.374775
5.452000	2.408347
5.453000	2.456122
5.454000	2.509386
5.455000	2.559098
5.456000	2.607519
5.457000	2.655295
5.458000	2.697582
5.459000	2.729863
5.460000	2.751814
5.461000	2.760207
5.462000	2.760207
5.463000	2.760530
5.464000	2.762144
5.465000	2.764404
5.466000	2.773119
5.467000	2.775379
5.468000	2.767309
5.469000	2.746004
5.470000	2.707267
5.471000	2.651744
5.472000	2.598158
5.473000	2.562972
5.474000	2.550382
5.475000	2.558452
5.476000	2.571365
5.477000	2.590733
5.478000	2.618172
5.479000	2.648516
5.480000	2.681119
5.481000	2.706298
5.482000	2.725021
5.483000	2.734382
5.484000	2.725667
5.485000	2.710172
5.486000	2.708235
5.487000	2.731154
5.488000	2.767954
5.489000	2.798621
5.490000	2.817990
5.491000	2.831548
5.492000	2.848979
5.493000	2.882874
5.494000	2.914832
5.495000	2.924839
5.496000	2.916123
5.497000	2.888684
5.498000	2.835421
5.499000	2.757302
5.500000	2.676923
5.501000	2.612361
5.502000	2.559421
5.503000	2.512614
5.504000	2.474845
5.505000	2.452894
5.506000	2.447407
5.507000	2.461933
5.508000	2.493568
5.509000	2.543280
5.510000	2.595898
5.511000	2.649484
5.512000	2.697260
5.513000	2.736642
5.514000	2.775702
5.515000	2.814762
5.516000	2.840909
5.517000	2.843169
5.518000	2.828319
5.519000	2.814439
5.520000	2.801849
5.521000	2.792811
5.522000	2.781835
5.523000	2.780867
5.524000	2.788614
5.525000	2.791519
5.526000	2.787968
5.527000	2.780867
5.528000	2.779253
5.529000	2.766018
5.530000	2.735674
5.531000	2.713723
5.532000	2.698551
5.533000	2.673049
5.534000	2.633344
5.535000	2.595575
5.536000	2.572656
5.537000	2.570396
5.538000	2.587505
5.539000	2.614621
5.540000	2.645933
5.541000	2.681765
5.542000	2.729863
5.543000	2.777316
5.544000	2.818958
5.545000	2.846397
5.546000	2.866734
5.547000	2.878677
5.548000	2.852207
5.549000	2.791842
5.550000	2.718565
5.551000	2.653681
5.552000	2.602354
5.553000	2.558775
5.554000	2.518747
5.555000	2.497119
5.556000	2.503575
5.557000	2.535210
5.558000	2.587828
5.559000	2.664979
5.560000	2.754397
5.561000	2.825414
5.562000	2.861246
5.563000	2.881905
5.564000	2.899660
5.565000	2.899014
5.566000	2.877386
5.567000	2.832516
5.568000	2.768923
5.569000	2.702747
5.570000	2.649807
5.571000	2.603323
5.572000	2.565554
5.573000	2.544572
5.574000	2.542635
5.575000	2.550382
5.576000	2.553610
5.577000	2.552319
5.578000	2.560389
5.579000	2.583954
5.580000	2.609779
5.581000	2.631407
5.582000	2.649807
5.583000	2.667884
5.584000	2.688221
5.585000	2.704039
5.586000	2.709526
5.587000	2.704361
5.588000	2.695646
5.589000	2.689835
5.590000	2.684347
5.591000	2.677246
5.592000	2.666916
5.593000	2.664333
5.594000	2.673372
5.595000	2.687253
5.596000	2.698551
5.597000	2.705975
5.598000	2.714368
5.599000	2.716305
5.600000	2.710817
5.601000	2.699196
5.602000	2.686284
5.603000	2.676923
5.604000	2.673372
5.605000	2.672726
5.606000	2.675309
5.607000	2.676277
5.608000	2.675309
5.609000	2.674340
5.610000	2.674340
5.611000	2.678214
5.612000	2.685639
5.613000	2.698874
5.614000	2.714046
5.615000	2.729540
5.616000	2.742130
5.617000	2.745681
5.618000	2.743421
5.619000	2.739870
5.620000	2.738579
5.621000	2.735351
5.622000	2.729218
5.623000	2.719210
5.624000	2.711140
5.625000	2.705975
5.626000	2.703393
5.627000	2.704039
5.628000	2.707267
5.629000	2.712754
5.630000	2.723730
5.631000	2.734382
5.632000	2.736965
5.633000	2.736965
5.634000	2.736965
5.635000	2.736319
5.636000	2.736965
5.637000	2.736642
5.638000	2.735996
5.639000	2.737288
5.640000	2.742775
5.641000	2.749554
5.642000	2.752782
5.643000	2.752782
5.644000	2.753105
5.645000	2.760207
5.646000	2.772797
5.647000	2.783772
5.648000	2.793779
5.649000	2.803463
5.650000	2.807660
5.651000	2.807014
5.652000	2.804109
5.653000	2.799590
5.654000	2.792811
5.655000	2.784418
5.656000	2.775702
5.657000	2.765695
5.658000	2.759561
5.659000	2.757625
5.660000	2.760530
5.661000	2.766340
5.662000	2.770214
5.663000	2.771828
5.664000	2.770214
5.665000	2.762467
5.666000	2.753428
5.667000	2.744389
5.668000	2.736642
5.669000	2.730832
5.670000	2.727603
5.671000	2.724053
5.672000	2.722439
5.673000	2.726312
5.674000	2.735028
5.675000	2.743421
5.676000	2.753751
5.677000	2.757302
5.678000	2.752782
5.679000	2.743098
5.680000	2.737933
5.681000	2.735028
5.682000	2.733737
5.683000	2.732446
5.684000	2.729218
5.685000	2.724698
5.686000	2.718565
5.687000	2.714046
5.688000	2.711140
5.689000	2.711140
5.690000	2.715660
5.691000	2.721470
5.692000	2.728572
5.693000	2.738579
5.694000	2.746972
5.695000	2.752137
5.696000	2.756011
5.697000	2.758270
5.698000	2.759884
5.699000	2.761821
5.700000	2.762790
5.701000	2.764404
5.702000	2.767954
5.703000	2.774411
5.704000	2.781190
5.705000	2.784095
5.706000	2.780867
5.707000	2.775056
5.708000	2.768277
5.709000	2.759884
5.710000	2.747618
5.711000	2.736642
5.712000	2.727603
5.713000	2.719533
5.714000	2.714691
5.715000	2.714046
5.716000	2.715014
5.717000	2.715660
5.718000	2.715660
5.719000	2.715982
5.720000	2.720179
5.721000	2.725989
5.722000	2.729540
5.723000	2.733414
5.724000	2.737288
5.725000	2.735351
5.726000	2.729540
5.727000	2.722761
5.728000	2.714368
5.729000	2.709849
5.730000	2.708235
5.731000	2.707589
5.732000	2.709849
5.733000	2.717596
5.734000	2.726635
5.735000	2.733414
5.736000	2.738579
5.737000	2.740516
5.738000	2.742130
5.739000	2.741484
5.740000	2.739870
5.741000	2.736642
5.742000	2.734705
5.743000	2.733091
5.744000	2.733091
5.745000	2.734060
5.746000	2.739547
5.747000	2.747940
5.748000	2.759239
5.749000	2.766340
5.750000	2.765695
5.751000	2.760207
5.752000	2.756656
5.753000	2.751814
5.754000	2.740516
5.755000	2.727926
5.756000	2.714368
5.757000	2.701456
5.758000	2.690158
5.759000	2.681442
5.760000	2.676277
5.761000	2.674986
5.762000	2.675631
5.763000	2.678537
5.764000	2.683379
5.765000	2.686930
5.766000	2.686284
5.767000	2.683379
5.768000	2.678214
5.769000	2.674340
5.770000	2.672726
5.771000	2.673372
5.772000	2.673695
5.773000	2.677891
5.774000	2.684347
5.775000	2.685961
5.776000	2.679828
5.777000	2.666916
5.778000	2.652712
5.779000	2.644319
5.780000	2.642059
5.781000	2.641091
5.782000	2.640768
5.783000	2.638509
5.784000	2.636895
5.785000	2.635926
5.786000	2.635603
5.787000	2.636895
5.788000	2.638509
5.789000	2.640445
5.790000	2.646256
5.791000	2.654972
5.792000	2.665624
5.793000	2.679505
5.794000	2.692095
5.795000	2.700810
5.796000	2.698874
5.797000	2.686284
5.798000	2.667238
5.799000	2.648838
5.800000	2.630761
5.801000	2.616558
5.802000	2.604291
5.803000	2.596866
5.804000	2.594284
5.805000	2.596221
5.806000	2.600740
5.807000	2.606228
5.808000	2.613007
5.809000	2.617526
5.810000	2.619463
5.811000	2.619786
5.812000	2.623982
5.813000	2.628824
5.814000	2.624305
5.815000	2.616881
5.816000	2.606228
5.817000	2.595575
5.818000	2.589442
5.819000	2.588796
5.820000	2.588473
5.821000	2.588796
5.822000	2.589119
5.823000	2.589119
5.824000	2.588151
5.825000	2.586214
5.826000	2.586537
5.827000	2.588473
5.828000	2.589442
5.829000	2.590087
5.830000	2.591379
5.831000	2.593638
5.832000	2.595252
5.833000	2.600095
5.834000	2.608810
5.835000	2.619463
5.836000	2.628179
5.837000	2.628824
5.838000	2.622691
5.839000	2.613330
5.840000	2.609779
5.841000	2.610747
5.842000	2.610747
5.843000	2.607196
5.844000	2.602031
5.845000	2.594930
5.846000	2.585891
5.847000	2.577498
5.848000	2.572333
5.849000	2.569105
5.850000	2.568459
5.851000	2.569751
5.852000	2.568137
5.853000	2.565877
5.854000	2.563617
5.855000	2.562003
5.856000	2.562972
5.857000	2.562003
5.858000	2.555224
5.859000	2.547477
5.860000	2.545540
5.861000	2.542958
5.862000	2.533273
5.863000	2.525526
5.864000	2.522944
5.865000	2.522621
5.866000	2.520361
5.867000	2.519070
5.868000	2.516810
5.869000	2.513905
5.870000	2.512614
5.871000	2.510354
5.872000	2.509386
5.873000	2.509063
5.874000	2.510031
5.875000	2.514551
5.876000	2.520361
5.877000	2.524558
5.878000	2.525849
5.879000	2.527786
5.880000	2.529722
5.881000	2.530691
5.882000	2.529400
5.883000	2.527140
5.884000	2.527140
5.885000	2.529722
5.886000	2.531337
5.887000	2.529722
5.888000	2.527140
5.889000	2.526172
5.890000	2.529077
5.891000	2.537470
5.892000	2.543280
5.893000	2.543926
5.894000	2.544572
5.895000	2.544894
5.896000	2.539730
5.897000	2.529077
5.898000	2.517133
5.899000	2.507449
5.900000	2.503575
5.901000	2.505189
5.902000	2.506803
5.903000	2.508094
5.904000	2.508417
5.905000	2.507126
5.906000	2.506158
5.907000	2.506480
5.908000	2.508417
5.909000	2.512291
5.910000	2.517779
5.911000	2.524558
5.912000	2.527786
5.913000	2.527786
5.914000	2.526172
5.915000	2.523266
5.916000	2.522298
5.917000	2.526494
5.918000	2.531659
5.919000	2.537147
5.920000	2.542958
5.921000	2.554579
5.922000	2.563617
5.923000	2.566523
5.924000	2.562003
5.925000	2.551996
5.926000	2.538438
5.927000	2.525526
5.928000	2.509386
5.929000	2.496473
5.930000	2.485175
5.931000	2.475814
5.932000	2.471294
5.933000	2.471617
5.934000	2.475168
5.935000	2.478719
5.936000	2.482593
5.937000	2.485821
5.938000	2.491954
5.939000	2.498733
5.940000	2.500670
5.941000	2.503898
5.942000	2.508417
5.943000	2.516165
5.944000	2.520038
5.945000	2.521329
5.946000	2.518747
5.947000	2.514873
5.948000	2.513905
5.949000	2.516487
5.950000	2.519393
5.951000	2.521652
5.952000	2.524235
5.953000	2.526494
5.954000	2.528431
5.955000	2.530691
5.956000	2.531014
5.957000	2.530368
5.958000	2.535210
5.959000	2.543603
5.960000	2.551028
5.961000	2.555547
5.962000	2.560066
5.963000	2.562003
5.964000	2.562003
5.965000	2.561035
5.966000	2.555870
5.967000	2.543926
5.968000	2.527140
5.969000	2.511322
5.970000	2.498410
5.971000	2.490340
5.972000	2.485498
5.973000	2.479687
5.974000	2.473877
5.975000	2.467421
5.976000	2.460642
5.977000	2.457091
5.978000	2.459673
5.979000	2.465807
5.980000	2.471617
5.981000	2.479687
5.982000	2.487112
5.983000	2.494859
5.984000	2.502284
5.985000	2.515842
5.986000	2.534887
5.987000	2.558452
5.988000	2.582663
5.989000	2.602677
5.990000	2.612361
5.991000	2.610102
5.992000	2.592993
5.993000	2.570719
5.994000	2.547154
5.995000	2.527463
5.996000	2.508740
5.997000	2.489049
5.998000	2.473877
5.999000	2.462256
6.000000	2.459028
6.001000	2.466129
6.002000	2.480333
6.003000	2.496473
6.004000	2.513905
6.005000	2.525526
6.006000	2.533596
6.007000	2.535533
6.008000	2.526817
6.009000	2.509386
6.010000	2.489049
6.011000	2.472263
6.012000	2.459350
6.013000	2.453540
6.014000	2.449989
6.015000	2.453863
6.016000	2.458382
6.017000	2.460964
6.018000	2.459028
6.019000	2.453540
6.020000	2.446438
6.021000	2.442564
6.022000	2.442242
6.023000	2.447084
6.024000	2.451280
6.025000	2.461933
6.026000	2.473231
6.027000	2.487112
6.028000	2.500993
6.029000	2.515519
6.030000	2.530691
6.031000	2.536501
6.032000	2.527786
6.033000	2.511322
6.034000	2.495505
6.035000	2.480979
6.036000	2.466452
6.037000	2.454186
6.038000	2.442242
6.039000	2.432880
6.040000	2.427392
6.041000	2.430298
6.042000	2.438045
6.043000	2.451603
6.044000	2.466129
6.045000	2.475814
6.046000	2.482593
6.047000	2.485498
6.048000	2.489372
6.049000	2.502284
6.050000	2.520038
6.051000	2.528754
6.052000	2.530045
6.053000	2.534887
6.054000	2.544894
6.055000	2.554901
6.056000	2.562003
6.057000	2.559421
6.058000	2.551996
6.059000	2.539084
6.060000	2.521007
6.061000	2.503575
6.062000	2.489694
6.063000	2.477105
6.064000	2.463870
6.065000	2.454186
6.066000	2.450312
6.067000	2.455800
6.068000	2.465807
6.069000	2.478396
6.070000	2.492922
6.071000	2.507772
6.072000	2.523912
6.073000	2.533919
6.074000	2.534887
6.075000	2.529722
6.076000	2.517456
6.077000	2.499379
6.078000	2.480656
6.079000	2.464515
6.080000	2.451603
6.081000	2.437400
6.082000	2.422873
6.083000	2.413835
6.084000	2.412543
6.085000	2.416094
6.086000	2.420291
6.087000	2.430298
6.088000	2.449021
6.089000	2.469680
6.090000	2.486143
6.091000	2.504866
6.092000	2.528431
6.093000	2.550382
6.094000	2.569105
6.095000	2.582340
6.096000	2.582986
6.097000	2.575561
6.098000	2.566523
6.099000	2.551673
6.100000	2.522944
6.101000	2.484852
6.102000	2.445147
6.103000	2.403505
6.104000	2.364768
6.105000	2.334424
6.106000	2.311182
6.107000	2.298269
6.108000	2.294719
6.109000	2.301820
6.110000	2.314410
6.111000	2.329582
6.112000	2.341848
6.113000	2.349596
6.114000	2.357343
6.115000	2.366705
6.116000	2.375420
6.117000	2.383813
6.118000	2.396726
6.119000	2.410284
6.120000	2.422873
6.121000	2.436431
6.122000	2.445793
6.123000	2.453540
6.124000	2.459996
6.125000	2.463870
6.126000	2.463224
6.127000	2.457091
6.128000	2.444501
6.129000	2.434817
6.130000	2.430298
6.131000	2.429652
6.132000	2.428361
6.133000	2.427715
6.134000	2.424164
6.135000	2.417708
6.136000	2.410929
6.137000	2.406087
6.138000	2.401568
6.139000	2.394466
6.140000	2.385750
6.141000	2.378971
6.142000	2.376389
6.143000	2.370256
6.144000	2.362508
6.145000	2.356375
6.146000	2.350241
6.147000	2.348305
6.148000	2.352501
6.149000	2.354438
6.150000	2.358634
6.151000	2.364445
6.152000	2.376066
6.153000	2.382199
6.154000	2.387687
6.155000	2.396403
6.156000	2.406733
6.157000	2.413189
6.158000	2.417708
6.159000	2.424164
6.160000	2.433849
6.161000	2.445147
6.162000	2.454831
6.163000	2.465484
6.164000	2.476136
6.165000	2.483884
6.166000	2.485498
6.167000	2.474522
6.168000	2.453540
6.169000	2.429329
6.170000	2.407056
6.171000	2.390592
6.172000	2.378649
6.173000	2.371547
6.174000	2.366705
6.175000	2.364122
6.176000	2.366059
6.177000	2.373806
6.178000	2.385105
6.179000	2.396726
6.180000	2.405119
6.181000	2.409961
6.182000	2.410284
6.183000	2.405764
6.184000	2.401891
6.185000	2.399631
6.186000	2.402214
6.187000	2.402214
6.188000	2.400599
6.189000	2.398985
6.190000	2.401891
6.191000	2.407701
6.192000	2.409961
6.193000	2.408670
6.194000	2.409638
6.195000	2.413835
6.196000	2.419322
6.197000	2.421259
6.198000	2.420291
6.199000	2.418354
6.200000	2.412543
6.201000	2.401891
6.202000	2.392529
6.203000	2.386719
6.204000	2.387042
6.205000	2.393498
6.206000	2.399308
6.207000	2.404473
6.208000	2.407056
6.209000	2.406733
6.210000	2.405119
6.211000	2.402859
6.212000	2.399631
6.213000	2.397694
6.214000	2.398340
6.215000	2.403828
6.216000	2.412543
6.217000	2.422873
6.218000	2.432235
6.219000	2.440628
6.220000	2.446438
6.221000	2.450957
6.222000	2.454508
6.223000	2.456768
6.224000	2.458382
6.225000	2.458382
6.226000	2.457736
6.227000	2.457091
6.228000	2.458382
6.229000	2.462579
6.230000	2.467743
6.231000	2.470649
6.232000	2.472908
6.233000	2.479687
6.234000	2.484207
6.235000	2.480979
6.236000	2.475491
6.237000	2.466452
6.238000	2.456122
6.239000	2.445470
6.240000	2.437722
6.241000	2.431912
6.242000	2.424810
6.243000	2.420291
6.244000	2.416094
6.245000	2.413835
6.246000	2.411575
6.247000	2.408992
6.248000	2.410284
6.249000	2.419322
6.250000	2.435463
6.251000	2.450957
6.252000	2.463224
6.253000	2.469680
6.254000	2.469357
6.255000	2.467098
6.256000	2.465161
6.257000	2.461610
6.258000	2.457091
6.259000	2.453540
6.260000	2.453217
6.261000	2.455800
6.262000	2.461287
6.263000	2.471294
6.264000	2.482915
6.265000	2.490663
6.266000	2.496150
6.267000	2.499701
6.268000	2.500347
6.269000	2.501638
6.270000	2.510031
6.271000	2.521007
6.272000	2.524880
6.273000	2.521975
6.274000	2.512291
6.275000	2.498410
6.276000	2.482915
6.277000	2.472263
6.278000	2.463870
6.279000	2.460964
6.280000	2.456445
6.281000	2.451926
6.282000	2.446761
6.283000	2.443210
6.284000	2.438045
6.285000	2.435785
6.286000	2.436108
6.287000	2.439336
6.288000	2.442242
6.289000	2.446115
6.290000	2.449666
6.291000	2.454508
6.292000	2.461287
6.293000	2.466775
6.294000	2.472908
6.295000	2.476782
6.296000	2.482915
6.297000	2.487435
6.298000	2.490986
6.299000	2.493568
6.300000	2.494214
6.301000	2.497119
6.302000	2.503252
6.303000	2.505512
6.304000	2.504221
6.305000	2.501961
6.306000	2.500024
6.307000	2.500347
6.308000	2.504866
6.309000	2.508417
6.310000	2.506803
6.311000	2.503575
6.312000	2.500024
6.313000	2.493568
6.314000	2.488080
6.315000	2.486789
6.316000	2.490663
6.317000	2.491308
6.318000	2.488080
6.319000	2.484207
6.320000	2.485498
6.321000	2.494536
6.322000	2.504543
6.323000	2.511968
6.324000	2.521329
6.325000	2.530691
6.326000	2.537470
6.327000	2.541989
6.328000	2.546186
6.329000	2.547800
6.330000	2.544572
6.331000	2.538438
6.332000	2.535856
6.333000	2.534565
6.334000	2.532628
6.335000	2.526494
6.336000	2.520684
6.337000	2.512936
6.338000	2.505189
6.339000	2.501638
6.340000	2.499701
6.341000	2.499056
6.342000	2.503575
6.343000	2.509063
