Tiempo (s)	Voltaje (V)
48.663000	2.506803
48.664000	2.506480
48.665000	2.498410
48.666000	2.487435
48.667000	2.480656
48.668000	2.484852
48.669000	2.500993
48.670000	2.517133
48.671000	2.523912
48.672000	2.518101
48.673000	2.503898
48.674000	2.487757
48.675000	2.473554
48.676000	2.460642
48.677000	2.450312
48.678000	2.442564
48.679000	2.440305
48.680000	2.445470
48.681000	2.457091
48.682000	2.471294
48.683000	2.487435
48.684000	2.501315
48.685000	2.510354
48.686000	2.511000
48.687000	2.505189
48.688000	2.498733
48.689000	2.494859
48.690000	2.491954
48.691000	2.489372
48.692000	2.484852
48.693000	2.479687
48.694000	2.479687
48.695000	2.485821
48.696000	2.500024
48.697000	2.519070
48.698000	2.537470
48.699000	2.553933
48.700000	2.569751
48.701000	2.584600
48.702000	2.596866
48.703000	2.605582
48.704000	2.607196
48.705000	2.602354
48.706000	2.594284
48.707000	2.587828
48.708000	2.585891
48.709000	2.586859
48.710000	2.587505
48.711000	2.585245
48.712000	2.581694
48.713000	2.577821
48.714000	2.570719
48.715000	2.559098
48.716000	2.543280
48.717000	2.526817
48.718000	2.513582
48.719000	2.508740
48.720000	2.513582
48.721000	2.531014
48.722000	2.554256
48.723000	2.573624
48.724000	2.590733
48.725000	2.603645
48.726000	2.610747
48.727000	2.615266
48.728000	2.617526
48.729000	2.619140
48.730000	2.618495
48.731000	2.612361
48.732000	2.600740
48.733000	2.589765
48.734000	2.583631
48.735000	2.582986
48.736000	2.582986
48.737000	2.585245
48.738000	2.590733
48.739000	2.600740
48.740000	2.612684
48.741000	2.623659
48.742000	2.633989
48.743000	2.642059
48.744000	2.646256
48.745000	2.645933
48.746000	2.642059
48.747000	2.637540
48.748000	2.632375
48.749000	2.624951
48.750000	2.619786
48.751000	2.613975
48.752000	2.607842
48.753000	2.601386
48.754000	2.596221
48.755000	2.593316
48.756000	2.590410
48.757000	2.594284
48.758000	2.603968
48.759000	2.613975
48.760000	2.624951
48.761000	2.634958
48.762000	2.636249
48.763000	2.632698
48.764000	2.628179
48.765000	2.623659
48.766000	2.623337
48.767000	2.627533
48.768000	2.638186
48.769000	2.649484
48.770000	2.661105
48.771000	2.677246
48.772000	2.697260
48.773000	2.717919
48.774000	2.733091
48.775000	2.740516
48.776000	2.748909
48.777000	2.750523
48.778000	2.741161
48.779000	2.721793
48.780000	2.691772
48.781000	2.656909
48.782000	2.623659
48.783000	2.593316
48.784000	2.568782
48.785000	2.554256
48.786000	2.547800
48.787000	2.545217
48.788000	2.547154
48.789000	2.554901
48.790000	2.566200
48.791000	2.579112
48.792000	2.593638
48.793000	2.604614
48.794000	2.614944
48.795000	2.625919
48.796000	2.639477
48.797000	2.654649
48.798000	2.668853
48.799000	2.674986
48.800000	2.676923
48.801000	2.678537
48.802000	2.681442
48.803000	2.687575
48.804000	2.693386
48.805000	2.699196
48.806000	2.701779
48.807000	2.701456
48.808000	2.702102
48.809000	2.704361
48.810000	2.709526
48.811000	2.716628
48.812000	2.726958
48.813000	2.735996
48.814000	2.736319
48.815000	2.728895
48.816000	2.713077
48.817000	2.701456
48.818000	2.700810
48.819000	2.703070
48.820000	2.704361
48.821000	2.707912
48.822000	2.716951
48.823000	2.725344
48.824000	2.726312
48.825000	2.718565
48.826000	2.703716
48.827000	2.684347
48.828000	2.661105
48.829000	2.639154
48.830000	2.625919
48.831000	2.628502
48.832000	2.644642
48.833000	2.665947
48.834000	2.683702
48.835000	2.693063
48.836000	2.698551
48.837000	2.701779
48.838000	2.704039
48.839000	2.706298
48.840000	2.705330
48.841000	2.698551
48.842000	2.680796
48.843000	2.660137
48.844000	2.644965
48.845000	2.634312
48.846000	2.627533
48.847000	2.624951
48.848000	2.625596
48.849000	2.628502
48.850000	2.628179
48.851000	2.628502
48.852000	2.629793
48.853000	2.632698
48.854000	2.642705
48.855000	2.658523
48.856000	2.678860
48.857000	2.696937
48.858000	2.712109
48.859000	2.728249
48.860000	2.739225
48.861000	2.753105
48.862000	2.765049
48.863000	2.772151
48.864000	2.775702
48.865000	2.777961
48.866000	2.775379
48.867000	2.772474
48.868000	2.770537
48.869000	2.768277
48.870000	2.768923
48.871000	2.771183
48.872000	2.770537
48.873000	2.757302
48.874000	2.741161
48.875000	2.725344
48.876000	2.711140
48.877000	2.700165
48.878000	2.697905
48.879000	2.701779
48.880000	2.709203
48.881000	2.706298
48.882000	2.691126
48.883000	2.671112
48.884000	2.658523
48.885000	2.652389
48.886000	2.646256
48.887000	2.636895
48.888000	2.626242
48.889000	2.618172
48.890000	2.611393
48.891000	2.610747
48.892000	2.612684
48.893000	2.617526
48.894000	2.624628
48.895000	2.629470
48.896000	2.630116
48.897000	2.633666
48.898000	2.641091
48.899000	2.651421
48.900000	2.664010
48.901000	2.675309
48.902000	2.682088
48.903000	2.687575
48.904000	2.694677
48.905000	2.697582
48.906000	2.700488
48.907000	2.705653
48.908000	2.708881
48.909000	2.710495
48.910000	2.710495
48.911000	2.708558
48.912000	2.707589
48.913000	2.707912
48.914000	2.710817
48.915000	2.717274
48.916000	2.724698
48.917000	2.730832
48.918000	2.739870
48.919000	2.747940
48.920000	2.749232
48.921000	2.748263
48.922000	2.747940
48.923000	2.749232
48.924000	2.746972
48.925000	2.740839
48.926000	2.732446
48.927000	2.721147
48.928000	2.705975
48.929000	2.692417
48.930000	2.679828
48.931000	2.673372
48.932000	2.672081
48.933000	2.673049
48.934000	2.675954
48.935000	2.681119
48.936000	2.688544
48.937000	2.699519
48.938000	2.714368
48.939000	2.725021
48.940000	2.727281
48.941000	2.724053
48.942000	2.719210
48.943000	2.718565
48.944000	2.721147
48.945000	2.728572
48.946000	2.740839
48.947000	2.761175
48.948000	2.789583
48.949000	2.819604
48.950000	2.841555
48.951000	2.862860
48.952000	2.879000
48.953000	2.881905
48.954000	2.867702
48.955000	2.841877
48.956000	2.810565
48.957000	2.759884
48.958000	2.689835
48.959000	2.619140
48.960000	2.563617
48.961000	2.529400
48.962000	2.512291
48.963000	2.511322
48.964000	2.522944
48.965000	2.542312
48.966000	2.565231
48.967000	2.592670
48.968000	2.617849
48.969000	2.640768
48.970000	2.658523
48.971000	2.674340
48.972000	2.687253
48.973000	2.691449
48.974000	2.684993
48.975000	2.670467
48.976000	2.656263
48.977000	2.648516
48.978000	2.647547
48.979000	2.657231
48.980000	2.678860
48.981000	2.712432
48.982000	2.750523
48.983000	2.774733
48.984000	2.784095
48.985000	2.786354
48.986000	2.786032
48.987000	2.783772
48.988000	2.782158
48.989000	2.783449
48.990000	2.788614
48.991000	2.794425
48.992000	2.803140
48.993000	2.808305
48.994000	2.810888
48.995000	2.808951
48.996000	2.799590
48.997000	2.789260
48.998000	2.784095
48.999000	2.781190
49.000000	2.773442
49.001000	2.755688
49.002000	2.731477
49.003000	2.705330
49.004000	2.687575
49.005000	2.680474
49.006000	2.682410
49.007000	2.687898
49.008000	2.702747
49.009000	2.724698
49.010000	2.747940
49.011000	2.762467
49.012000	2.758270
49.013000	2.734705
49.014000	2.699196
49.015000	2.667884
49.016000	2.640123
49.017000	2.618495
49.018000	2.605905
49.019000	2.603968
49.020000	2.619786
49.021000	2.653035
49.022000	2.695323
49.023000	2.735674
49.024000	2.772797
49.025000	2.801526
49.026000	2.821218
49.027000	2.834453
49.028000	2.845751
49.029000	2.858018
49.030000	2.870284
49.031000	2.871253
49.032000	2.853176
49.033000	2.824123
49.034000	2.803140
49.035000	2.797007
49.036000	2.787323
49.037000	2.771183
49.038000	2.754397
49.039000	2.735674
49.040000	2.714046
49.041000	2.701133
49.042000	2.712432
49.043000	2.746326
49.044000	2.775379
49.045000	2.783449
49.046000	2.776670
49.047000	2.761498
49.048000	2.730509
49.049000	2.683379
49.050000	2.634635
49.051000	2.594930
49.052000	2.569105
49.053000	2.559098
49.054000	2.561035
49.055000	2.572333
49.056000	2.603323
49.057000	2.660782
49.058000	2.734382
49.059000	2.817021
49.060000	2.897723
49.061000	2.947435
49.062000	2.950341
49.063000	2.921611
49.064000	2.875127
49.065000	2.816053
49.066000	2.745358
49.067000	2.678537
49.068000	2.627210
49.069000	2.594284
49.070000	2.583309
49.071000	2.593638
49.072000	2.613330
49.073000	2.638831
49.074000	2.664979
49.075000	2.673695
49.076000	2.664979
49.077000	2.648193
49.078000	2.630438
49.079000	2.615266
49.080000	2.606551
49.081000	2.603000
49.082000	2.603645
49.083000	2.618817
49.084000	2.646579
49.085000	2.680474
49.086000	2.723407
49.087000	2.768923
49.088000	2.799912
49.089000	2.805400
49.090000	2.786677
49.091000	2.754074
49.092000	2.724698
49.093000	2.705330
49.094000	2.683702
49.095000	2.666270
49.096000	2.668853
49.097000	2.693386
49.098000	2.734382
49.099000	2.786032
49.100000	2.843491
49.101000	2.892235
49.102000	2.911927
49.103000	2.892558
49.104000	2.838649
49.105000	2.762144
49.106000	2.683702
49.107000	2.623014
49.108000	2.591702
49.109000	2.589119
49.110000	2.597512
49.111000	2.604614
49.112000	2.608810
49.113000	2.618172
49.114000	2.652712
49.115000	2.717274
49.116000	2.800235
49.117000	2.883520
49.118000	2.954214
49.119000	2.981653
49.120000	2.951309
49.121000	2.871898
49.122000	2.769568
49.123000	2.685639
49.124000	2.638509
49.125000	2.627210
49.126000	2.639154
49.127000	2.663365
49.128000	2.680474
49.129000	2.678214
49.130000	2.649161
49.131000	2.595575
49.132000	2.541344
49.133000	2.499701
49.134000	2.470972
49.135000	2.465484
49.136000	2.490986
49.137000	2.550382
49.138000	2.634958
49.139000	2.729863
49.140000	2.807337
49.141000	2.842523
49.142000	2.824446
49.143000	2.769568
49.144000	2.704361
49.145000	2.647547
49.146000	2.600740
49.147000	2.559744
49.148000	2.523266
49.149000	2.503252
49.150000	2.509386
49.151000	2.543280
49.152000	2.610102
49.153000	2.680151
49.154000	2.735996
49.155000	2.774733
49.156000	2.806046
49.157000	2.833162
49.158000	2.867056
49.159000	2.902565
49.160000	2.911604
49.161000	2.881260
49.162000	2.815730
49.163000	2.737288
49.164000	2.680796
49.165000	2.653358
49.166000	2.645933
49.167000	2.645288
49.168000	2.651421
49.169000	2.657554
49.170000	2.663042
49.171000	2.674340
49.172000	2.679828
49.173000	2.650775
49.174000	2.595898
49.175000	2.543603
49.176000	2.505189
49.177000	2.486789
49.178000	2.497765
49.179000	2.532305
49.180000	2.576207
49.181000	2.608165
49.182000	2.610747
49.183000	2.601386
49.184000	2.594284
49.185000	2.596866
49.186000	2.619786
49.187000	2.672081
49.188000	2.754719
49.189000	2.869962
49.190000	3.031043
49.191000	3.187604
49.192000	3.270566
49.193000	3.256362
49.194000	3.184699
49.195000	3.087857
49.196000	2.962607
49.197000	2.808951
49.198000	2.660460
49.199000	2.532951
49.200000	2.439982
49.201000	2.374129
49.202000	2.333456
49.203000	2.311505
49.204000	2.319575
49.205000	2.367027
49.206000	2.464838
49.207000	2.623337
49.208000	2.843169
49.209000	3.068811
49.210000	3.235380
49.211000	3.325120
49.212000	3.349008
49.213000	3.286383
49.214000	3.135955
49.215000	2.948727
49.216000	2.777639
49.217000	2.632375
49.218000	2.526172
49.219000	2.468389
49.220000	2.446761
49.221000	2.460964
49.222000	2.519393
49.223000	2.601386
49.224000	2.682088
49.225000	2.753428
49.226000	2.815407
49.227000	2.851239
49.228000	2.851884
49.229000	2.808951
49.230000	2.747295
49.231000	2.672403
49.232000	2.583631
49.233000	2.499379
49.234000	2.435463
49.235000	2.394789
49.236000	2.375743
49.237000	2.380263
49.238000	2.399954
49.239000	2.431589
49.240000	2.486466
49.241000	2.568137
49.242000	2.663688
49.243000	2.749877
49.244000	2.818312
49.245000	2.876741
49.246000	2.920320
49.247000	2.939042
49.248000	2.918383
49.249000	2.862860
49.250000	2.796684
49.251000	2.745358
49.252000	2.721147
49.253000	2.716305
49.254000	2.704039
49.255000	2.679828
49.256000	2.643674
49.257000	2.613330
49.258000	2.594284
49.259000	2.584277
49.260000	2.588473
49.261000	2.624951
49.262000	2.699519
49.263000	2.787323
49.264000	2.865765
49.265000	2.920320
49.266000	2.935169
49.267000	2.905148
49.268000	2.839618
49.269000	2.750846
49.270000	2.656586
49.271000	2.567814
49.272000	2.491308
49.273000	2.427392
49.274000	2.387042
49.275000	2.372838
49.276000	2.373484
49.277000	2.386073
49.278000	2.415449
49.279000	2.459028
49.280000	2.512291
49.281000	2.567491
49.282000	2.624305
49.283000	2.695323
49.284000	2.781512
49.285000	2.867379
49.286000	2.934523
49.287000	2.978425
49.288000	3.003281
49.289000	3.012320
49.290000	3.000376
49.291000	2.973583
49.292000	2.939688
49.293000	2.897077
49.294000	2.858663
49.295000	2.827028
49.296000	2.795716
49.297000	2.757302
49.298000	2.718565
49.299000	2.683702
49.300000	2.644319
49.301000	2.608810
49.302000	2.585891
49.303000	2.575561
49.304000	2.566200
49.305000	2.549737
49.306000	2.531337
49.307000	2.520038
49.308000	2.531982
49.309000	2.583631
49.310000	2.658523
49.311000	2.743098
49.312000	2.837681
49.313000	2.922579
49.314000	2.996179
49.315000	3.044923
49.316000	3.035885
49.317000	2.965835
49.318000	2.853821
49.319000	2.731477
49.320000	2.625919
49.321000	2.550059
49.322000	2.498733
49.323000	2.474522
49.324000	2.473554
49.325000	2.493891
49.326000	2.530691
49.327000	2.579435
49.328000	2.631407
49.329000	2.675954
49.330000	2.716305
49.331000	2.752782
49.332000	2.786354
49.333000	2.818312
49.334000	2.841877
49.335000	2.852853
49.336000	2.845751
49.337000	2.827351
49.338000	2.805723
49.339000	2.789905
49.340000	2.785063
49.341000	2.785709
49.342000	2.773442
49.343000	2.747618
49.344000	2.716305
49.345000	2.688544
49.346000	2.672726
49.347000	2.672081
49.348000	2.668530
49.349000	2.651744
49.350000	2.634958
49.351000	2.620754
49.352000	2.609133
49.353000	2.603000
49.354000	2.601709
49.355000	2.602354
49.356000	2.606551
49.357000	2.619786
49.358000	2.644965
49.359000	2.674986
49.360000	2.700165
49.361000	2.716951
49.362000	2.720825
49.363000	2.719856
49.364000	2.724698
49.365000	2.742130
49.366000	2.761821
49.367000	2.777961
49.368000	2.785386
49.369000	2.774733
49.370000	2.764726
49.371000	2.765372
49.372000	2.775379
49.373000	2.781512
49.374000	2.775379
49.375000	2.757947
49.376000	2.741807
49.377000	2.728895
49.378000	2.722116
49.379000	2.725989
49.380000	2.735028
49.381000	2.741484
49.382000	2.748263
49.383000	2.746972
49.384000	2.735351
49.385000	2.715982
49.386000	2.699842
49.387000	2.689835
49.388000	2.684670
49.389000	2.682088
49.390000	2.681119
49.391000	2.677891
49.392000	2.676277
49.393000	2.685961
49.394000	2.698874
49.395000	2.713723
49.396000	2.734382
49.397000	2.754397
49.398000	2.768923
49.399000	2.779253
49.400000	2.786032
49.401000	2.792488
49.402000	2.799267
49.403000	2.798944
49.404000	2.790551
49.405000	2.774411
49.406000	2.753105
49.407000	2.733091
49.408000	2.716951
49.409000	2.704361
49.410000	2.692095
49.411000	2.681442
49.412000	2.672403
49.413000	2.665947
49.414000	2.663042
49.415000	2.664010
49.416000	2.672403
49.417000	2.688867
49.418000	2.715660
49.419000	2.743744
49.420000	2.766986
49.421000	2.774088
49.422000	2.762467
49.423000	2.741161
49.424000	2.717919
49.425000	2.699196
49.426000	2.685639
49.427000	2.680151
49.428000	2.678537
49.429000	2.676277
49.430000	2.677891
49.431000	2.681765
49.432000	2.686284
49.433000	2.691772
49.434000	2.699842
49.435000	2.708558
49.436000	2.714691
49.437000	2.718242
49.438000	2.719533
49.439000	2.718565
49.440000	2.715660
49.441000	2.711463
49.442000	2.706944
49.443000	2.701133
49.444000	2.695646
49.445000	2.694354
49.446000	2.701133
49.447000	2.709526
49.448000	2.717274
49.449000	2.723407
49.450000	2.727926
49.451000	2.731477
49.452000	2.734705
49.453000	2.734705
49.454000	2.733414
49.455000	2.729863
49.456000	2.727926
49.457000	2.725344
49.458000	2.725989
49.459000	2.725021
49.460000	2.723084
49.461000	2.718888
49.462000	2.715337
49.463000	2.712432
49.464000	2.709849
49.465000	2.707267
49.466000	2.706298
49.467000	2.704684
49.468000	2.703070
49.469000	2.703393
49.470000	2.704361
49.471000	2.707267
49.472000	2.709849
49.473000	2.712432
49.474000	2.714368
49.475000	2.715337
49.476000	2.715982
49.477000	2.716628
49.478000	2.715660
49.479000	2.715660
49.480000	2.713400
49.481000	2.713400
49.482000	2.714691
49.483000	2.716628
49.484000	2.715982
49.485000	2.715660
49.486000	2.717596
49.487000	2.722761
49.488000	2.731154
49.489000	2.739870
49.490000	2.748263
49.491000	2.755042
49.492000	2.758916
49.493000	2.758593
49.494000	2.759239
49.495000	2.761821
49.496000	2.762790
49.497000	2.759561
49.498000	2.754074
49.499000	2.746649
49.500000	2.731154
49.501000	2.711463
49.502000	2.692740
49.503000	2.675309
49.504000	2.661751
49.505000	2.654649
49.506000	2.655617
49.507000	2.663365
49.508000	2.675631
49.509000	2.690803
49.510000	2.703716
49.511000	2.710172
49.512000	2.709849
49.513000	2.705007
49.514000	2.697905
49.515000	2.692095
49.516000	2.688544
49.517000	2.687253
49.518000	2.687575
49.519000	2.684670
49.520000	2.680796
49.521000	2.679505
49.522000	2.678537
49.523000	2.679182
49.524000	2.680151
49.525000	2.680796
49.526000	2.679828
49.527000	2.680474
49.528000	2.682410
49.529000	2.684024
49.530000	2.684347
49.531000	2.683702
49.532000	2.677891
49.533000	2.670144
49.534000	2.662396
49.535000	2.657231
49.536000	2.655295
49.537000	2.653358
49.538000	2.655617
49.539000	2.662074
49.540000	2.670467
49.541000	2.674986
49.542000	2.677568
49.543000	2.678537
49.544000	2.678860
49.545000	2.677891
49.546000	2.675954
49.547000	2.674986
49.548000	2.672726
49.549000	2.669821
49.550000	2.666916
49.551000	2.664656
49.552000	2.664010
49.553000	2.663688
49.554000	2.662074
49.555000	2.662074
49.556000	2.662074
49.557000	2.662396
49.558000	2.662396
49.559000	2.662396
49.560000	2.662396
49.561000	2.662074
49.562000	2.663042
49.563000	2.664010
49.564000	2.666270
49.565000	2.665947
49.566000	2.666916
49.567000	2.666916
49.568000	2.667238
49.569000	2.667561
49.570000	2.668530
49.571000	2.668853
49.572000	2.670467
49.573000	2.670789
49.574000	2.670467
49.575000	2.668530
49.576000	2.664333
49.577000	2.660782
49.578000	2.659814
49.579000	2.660137
49.580000	2.661105
49.581000	2.661751
49.582000	2.661105
49.583000	2.660460
49.584000	2.659814
49.585000	2.658523
49.586000	2.657231
49.587000	2.655940
49.588000	2.653035
49.589000	2.651098
49.590000	2.647870
49.591000	2.645933
49.592000	2.644319
49.593000	2.642059
49.594000	2.639154
49.595000	2.636249
49.596000	2.634635
49.597000	2.633021
49.598000	2.631730
49.599000	2.628824
49.600000	2.628502
49.601000	2.630116
49.602000	2.633344
49.603000	2.636249
49.604000	2.638509
49.605000	2.639477
49.606000	2.639477
49.607000	2.638509
49.608000	2.636249
49.609000	2.633021
49.610000	2.628824
49.611000	2.624305
49.612000	2.620754
49.613000	2.618495
49.614000	2.617526
49.615000	2.615912
49.616000	2.615266
49.617000	2.613652
49.618000	2.611716
49.619000	2.611393
49.620000	2.611393
49.621000	2.611393
49.622000	2.615266
49.623000	2.620109
49.624000	2.623014
49.625000	2.626888
49.626000	2.629470
49.627000	2.629147
49.628000	2.624951
49.629000	2.619463
49.630000	2.614944
49.631000	2.610424
49.632000	2.607519
49.633000	2.605259
49.634000	2.605259
49.635000	2.601709
49.636000	2.597512
49.637000	2.595575
49.638000	2.594284
49.639000	2.593638
49.640000	2.592347
49.641000	2.589765
49.642000	2.587182
49.643000	2.584923
49.644000	2.580080
49.645000	2.576207
49.646000	2.572656
49.647000	2.568782
49.648000	2.564586
49.649000	2.559098
49.650000	2.553610
49.651000	2.548768
49.652000	2.543603
49.653000	2.539407
49.654000	2.536179
49.655000	2.535533
49.656000	2.534887
49.657000	2.537147
49.658000	2.540698
49.659000	2.542958
49.660000	2.543926
49.661000	2.542312
49.662000	2.543926
49.663000	2.549091
49.664000	2.555547
49.665000	2.557484
49.666000	2.557807
49.667000	2.556193
49.668000	2.554579
49.669000	2.552642
49.670000	2.550382
49.671000	2.548123
49.672000	2.546831
49.673000	2.545217
49.674000	2.543926
49.675000	2.542312
49.676000	2.540698
49.677000	2.542635
49.678000	2.546831
49.679000	2.551028
49.680000	2.553610
49.681000	2.554256
49.682000	2.551028
49.683000	2.549091
49.684000	2.551028
49.685000	2.555224
49.686000	2.557484
49.687000	2.552319
49.688000	2.542312
49.689000	2.530045
49.690000	2.519715
49.691000	2.511645
49.692000	2.508094
49.693000	2.508094
49.694000	2.510354
49.695000	2.512614
49.696000	2.516165
49.697000	2.518424
49.698000	2.521652
49.699000	2.522621
49.700000	2.522621
49.701000	2.520361
49.702000	2.513905
49.703000	2.505189
49.704000	2.497119
49.705000	2.490340
49.706000	2.490340
49.707000	2.490986
49.708000	2.492922
49.709000	2.496473
49.710000	2.502929
49.711000	2.512614
49.712000	2.522298
49.713000	2.528108
49.714000	2.527786
49.715000	2.523912
49.716000	2.523266
49.717000	2.527786
49.718000	2.536501
49.719000	2.543280
49.720000	2.541344
49.721000	2.534565
49.722000	2.528108
49.723000	2.521975
49.724000	2.513582
49.725000	2.507772
49.726000	2.508740
49.727000	2.512291
49.728000	2.513905
49.729000	2.514873
49.730000	2.512291
49.731000	2.509063
49.732000	2.509063
49.733000	2.508417
49.734000	2.511000
49.735000	2.517779
49.736000	2.521975
49.737000	2.520684
49.738000	2.517779
49.739000	2.518747
49.740000	2.522298
49.741000	2.521007
49.742000	2.516487
49.743000	2.517456
49.744000	2.528754
49.745000	2.547800
49.746000	2.563294
49.747000	2.582340
49.748000	2.604614
49.749000	2.625919
49.750000	2.642382
49.751000	2.646256
49.752000	2.634312
49.753000	2.616558
49.754000	2.598158
49.755000	2.576207
49.756000	2.557807
49.757000	2.546508
49.758000	2.537793
49.759000	2.535210
49.760000	2.541344
49.761000	2.553287
49.762000	2.573301
49.763000	2.592024
49.764000	2.600095
49.765000	2.600740
49.766000	2.594930
49.767000	2.583631
49.768000	2.566200
49.769000	2.547477
49.770000	2.527786
49.771000	2.508740
49.772000	2.487112
49.773000	2.467098
49.774000	2.454186
49.775000	2.447407
49.776000	2.445793
49.777000	2.453540
49.778000	2.469680
49.779000	2.487757
49.780000	2.503575
49.781000	2.507772
49.782000	2.495828
49.783000	2.473877
49.784000	2.448698
49.785000	2.430298
49.786000	2.420614
49.787000	2.417063
49.788000	2.423842
49.789000	2.442242
49.790000	2.471617
49.791000	2.511322
49.792000	2.558775
49.793000	2.606228
49.794000	2.650775
49.795000	2.692740
49.796000	2.726312
49.797000	2.735028
49.798000	2.712754
49.799000	2.665624
49.800000	2.613007
49.801000	2.564586
49.802000	2.521329
49.803000	2.485821
49.804000	2.459673
49.805000	2.439982
49.806000	2.429652
49.807000	2.428684
49.808000	2.437077
49.809000	2.455477
49.810000	2.481947
49.811000	2.516810
49.812000	2.553287
49.813000	2.587828
49.814000	2.615266
49.815000	2.632375
49.816000	2.644965
49.817000	2.654326
49.818000	2.652712
49.819000	2.638186
49.820000	2.618172
49.821000	2.601063
49.822000	2.590733
49.823000	2.578144
49.824000	2.559421
49.825000	2.545863
49.826000	2.542958
49.827000	2.546508
49.828000	2.550059
49.829000	2.552965
49.830000	2.562649
49.831000	2.582017
49.832000	2.609133
49.833000	2.636249
49.834000	2.657231
49.835000	2.666916
49.836000	2.665947
49.837000	2.653035
49.838000	2.633989
49.839000	2.610747
49.840000	2.583309
49.841000	2.559098
49.842000	2.547477
49.843000	2.547477
49.844000	2.550382
49.845000	2.545863
49.846000	2.537147
49.847000	2.528754
49.848000	2.516810
49.849000	2.504543
49.850000	2.489694
49.851000	2.472586
49.852000	2.459350
49.853000	2.451603
49.854000	2.449343
49.855000	2.460964
49.856000	2.492922
49.857000	2.542312
49.858000	2.593638
49.859000	2.632052
49.860000	2.655940
49.861000	2.670467
49.862000	2.673695
49.863000	2.670467
49.864000	2.666916
49.865000	2.665624
49.866000	2.661428
49.867000	2.654649
49.868000	2.646256
49.869000	2.647870
49.870000	2.664656
49.871000	2.674663
49.872000	2.660137
49.873000	2.623337
49.874000	2.570073
49.875000	2.512291
49.876000	2.459673
49.877000	2.413835
49.878000	2.382199
49.879000	2.369287
49.880000	2.370901
49.881000	2.389624
49.882000	2.413189
49.883000	2.438045
49.884000	2.457091
49.885000	2.470649
49.886000	2.485175
49.887000	2.503898
49.888000	2.533596
49.889000	2.573947
49.890000	2.622045
49.891000	2.671112
49.892000	2.705975
49.893000	2.715660
49.894000	2.703393
49.895000	2.664979
49.896000	2.602354
49.897000	2.535856
49.898000	2.492922
49.899000	2.474845
49.900000	2.474845
49.901000	2.487435
49.902000	2.506803
49.903000	2.530045
49.904000	2.557484
49.905000	2.581372
49.906000	2.592670
49.907000	2.589119
49.908000	2.571687
49.909000	2.550059
49.910000	2.529722
49.911000	2.511000
49.912000	2.490340
49.913000	2.461933
49.914000	2.420936
49.915000	2.374452
49.916000	2.335715
49.917000	2.316992
49.918000	2.317961
49.919000	2.336684
49.920000	2.362508
49.921000	2.395757
49.922000	2.433203
49.923000	2.468712
49.924000	2.493568
49.925000	2.505835
49.926000	2.504866
49.927000	2.495828
49.928000	2.487757
49.929000	2.480979
49.930000	2.476459
49.931000	2.480656
49.932000	2.494536
49.933000	2.520361
49.934000	2.546186
49.935000	2.562326
49.936000	2.567814
49.937000	2.556193
49.938000	2.530045
49.939000	2.497765
49.940000	2.464193
49.941000	2.430298
49.942000	2.398017
49.943000	2.370256
49.944000	2.344431
49.945000	2.325063
49.946000	2.322480
49.947000	2.345077
49.948000	2.373806
49.949000	2.408992
49.950000	2.443856
49.951000	2.471617
49.952000	2.490986
49.953000	2.503575
49.954000	2.514551
49.955000	2.547800
49.956000	2.613652
49.957000	2.700810
49.958000	2.797330
49.959000	2.873835
49.960000	2.913863
49.961000	2.912572
49.962000	2.876418
49.963000	2.821540
49.964000	2.756979
49.965000	2.678860
49.966000	2.601386
49.967000	2.536824
49.968000	2.483561
49.969000	2.429007
49.970000	2.367350
49.971000	2.293427
49.972000	2.224992
49.973000	2.182059
49.974000	2.174311
49.975000	2.181413
49.976000	2.198199
49.977000	2.221118
49.978000	2.257596
49.979000	2.307308
49.980000	2.350241
49.981000	2.388656
49.982000	2.442242
49.983000	2.523912
49.984000	2.629147
49.985000	2.739225
49.986000	2.825414
49.987000	2.875127
49.988000	2.886425
49.989000	2.873190
49.990000	2.847042
49.991000	2.802172
49.992000	2.742453
49.993000	2.682410
49.994000	2.637863
49.995000	2.615589
49.996000	2.614621
49.997000	2.621723
49.998000	2.626565
49.999000	2.624628
50.000000	2.610102
50.001000	2.577498
50.002000	2.536824
50.003000	2.495828
50.004000	2.474522
50.005000	2.468712
50.006000	2.467743
50.007000	2.450312
50.008000	2.418354
50.009000	2.386719
50.010000	2.360894
50.011000	2.335715
50.012000	2.318929
50.013000	2.320543
50.014000	2.338943
50.015000	2.364768
50.016000	2.395112
50.017000	2.432235
50.018000	2.464515
50.019000	2.479042
50.020000	2.489372
50.021000	2.498410
50.022000	2.513259
50.023000	2.537147
50.024000	2.562326
50.025000	2.584277
50.026000	2.602677
50.027000	2.624305
50.028000	2.653035
50.029000	2.692740
50.030000	2.733414
50.031000	2.759239
50.032000	2.767632
50.033000	2.760530
50.034000	2.758916
50.035000	2.768277
50.036000	2.765695
50.037000	2.721470
50.038000	2.636572
50.039000	2.534565
50.040000	2.449989
50.041000	2.397371
50.042000	2.375420
50.043000	2.374452
50.044000	2.379617
50.045000	2.382199
50.046000	2.377035
50.047000	2.377357
50.048000	2.386719
50.049000	2.404150
50.050000	2.431589
50.051000	2.473554
50.052000	2.522944
50.053000	2.564586
50.054000	2.591702
50.055000	2.601063
50.056000	2.596221
50.057000	2.585245
50.058000	2.575238
50.059000	2.565554
50.060000	2.554579
